,원문,번역문
794,저는 젓가락질을 잘 못 합니다.,I'm afraid that I'm not very good at using chopsticks.
795,상상여행을 테마로 하는 ‘타 코스’에는 국내 최초 로봇상설전시관인 부천로보파크와 태양을 관측할 수 있는 부천천문과학관이 포함되어 있다.,"The imaginary travel-themed ""Ta Course"" includes Bucheon Robot Park, the country's first robot permanent exhibition hall, and Bucheon Astronomy Science Museum, where visitors can observe the sun."
796,제가 조회할 때 이 값을 사용하면 안 되나요?,Can I use this value when checking?
797,정부는 어쩔 수 없이 착취와 힘의 도구로 쓰인 인위적인 군사행동의 특성을 비난해야 했어요.,"The government is obliged to denounce the artificial military action, as an instrument of exploitation and power."
798,"네가 그것을 잘 알게 하거나 혹은 아주 잘할 수 있도록, 무언가를 철저히 배우기 위함입니다.",It is to learn something thoroughly so that you know it or can do it or can do it very well.
799,너는 그들이 좋아하는 걸 좋아하는 척 했다가 딱 걸렸다.,You pretend to like something that they like and then get called out on it.
800,전직 국정원장들의 항소심 재판부가 이 같은 판단을 내리면서 같은 혐의로 재판에 넘겨진 두 전직 대통령의 항소심에서도 일부 감형이 이뤄질 수 있다는 관측이 나온다.,"With the appellate court of former National Intelligence Services chiefs making the judgment, observers say some of the sentences could be reduced in the appeals court of the two former presidents, who were handed over to trial on the same charge."
801,"쌍꺼풀, 트임, 눈 재수술 등의 수술을 하는 병원이에요.","This hospital manages surgeries like double eyelids, trimming, eye reoperation."
802,이오스 플랫폼 자체의 성능도 여러 디앱이 자리잡는 이유로 꼽힌다.,The performance of the EOS platform itself is also cited as a reason why there are many DApps.
803,"덕분에, 케빈은 미국에서 생활에 늘 행복해하고 있습니다.","Thanks to you, Kevin likes to live in the USA."
804,"이번 보고회는 민주당 김영춘, 김정호, 김해영, 민홍철, 박재호, 서형수, 이상헌, 윤준호, 전재수, 제윤경, 최인호 의원실이 공동 주최하고 부울경 검증단이 주관했다.","This reporting session was co-hosted by the offices of Democratic Party of Korea lawmakers Kim Young-choon, Kim Jung-ho, Kim Hae-young, Min Hong-chul, Park Jae-ho, Seo Hyung-soo, Lee Sang-hun, Yoon Joon-ho, Jeon Jae-soo, Je Yoon-kyung and Choi In-ho, and organized by Busan, Ulsan and Gyeongsang Province Verification Team."
805,이는 아파트 입주물량이 대폭 늘어난 데 따른 것이다.,This is the result of a sharp rise in the number of apartment occupants.
806,"옥션에서는 지난달 19일부터 이달 18일까지 한달 간 모피코트, 패딩점퍼 등 겨울의류와 난방가전 판매량이 전년 동기보다 3.3배(232%) 더 팔렸다.","On Auction, sales of winter clothes and heating appliances such as fur coats and padding jumpers were 3.3 times (232%) more than the same period a year earlier during the month from 19th of the last month to 18th of this month."
807,저는 제가 할 수 있는 최선을 다했어요.,I did the best I could.
808,호남신대 양림교회 선교사묘역 선교사사택 수피아여중고 광주기독병원 기독간호대 어비슨농업학교터 조아라기념관 숭일학교터 이일학교터 오웬기념각 정율성생가 3·1만세운동태동지 유진벨기념관 등이 자리한 모든 골목길에는 한국기독교역사가 흐른다.,"All the alleys where Honam Theological College, Yangrim Church, Missionary Cemetery, Speer Girls' Middle and High School, Gwangju Christian Hospital, Christian Nursing College, Avison Agricultural School Site, Choara Memorial Hall, Soongil School Site, Yiil School Site, Owen Memorial Hall, Jeong Yul-saeng Birth Place, Place of occurrence of 3.1 Movement, and Eugene Bell Memorial Hall are located have Korean Christian history."
809,이제 그만 회의를 중단하겠습니다.,The meeting will be adjourned now.
810,열심히 노력해서 가고 싶은 대학교 합격했으면 좋겠다.,I hope that I can get into my dream college by trying my best.
811,강남 도심권 오피스의 관리비가 3.3㎡당 3만원을 상회하는 것과 비교해 수도권 지식산업센터의 경우 3.3㎡당 5000∼8000원 수준으로 저렴하다.,"Compared to the fact that the maintenance cost of offices in the urban area of Gangnam exceeds 30,000 won per 3.3㎡, for the Knowledge Industrial Center in the metropolitan area, it is about 5000 ~ 8000 won per 3.3㎡, which is inexpensive."
812,상자는 순환재판부의 제1과 Nancy A 에 주어졌습니다.,The case has been assigned to Division I Judge Nancy A.
813,"그동안 관객 사이 완벽한 호흡이 필요했던 파도타기, 카드섹션 등을 중앙에서 간단하고 완벽하게 통제할 수 있다.","In the meantime, surfing and card sections, which required perfect breathing between the audience, can be easily controlled at the center."
814,역대 대통령 중에 노무현 대통령께서 애를 썼는데 성공하지 못 했다.,"President Roh Moo-hyun, among presidents of Republic of Korea, tried hard but did not succeed."
815,"탐사선에는 카메라, 자력계, 나사의 역반사경이 탑재돼 있었다.","The probe was equipped with a camera, a magnetometer and a NASA retro-reflector."
816,지난 2월 “가족을 찾아달라”는 브룬 씨의 바람이 김 경감 등의 끈질긴 노력 끝에 이뤄진 것이다.,"In February, Mr. Brun's desire to ""find his family"" came after persistent efforts such as Captain Kim."
817,"관외에 주소를 두고 있는 국민이 구 관할구역 내에서 법 제3조 규정에 따른 의로운 행위를 하다가 의사자 또는 의상자가 된 때, 다만, 다른 지방자치단체 조례에 의거 지급받은 사람은 지급하지 아니한다.","When a citizen with a domicile outside his/her jurisdiction is a person who lost his/her life or is injured while performing a righteous act under the provisions of Article 3 of the Act within the jurisdiction of the Gu: Provided, That the person who has been paid under the Municipal Ordinance of other local government shall not be paid."
818,"경비협은 고령이라는 이유로 3개월씩 단기고용을 하는 그릇된 관행을 개선하기 위해 지자체와 입주자대표, 용역회사 등이 참여하는 4차 협의체 구성도 추진할 방침이다.","In order to improve the wrong practice of short-term employment for three months due to their old age, Korea Security Association will also push for the formation of a fourth consultative body involving local governments, resident representatives and service companies."
819,지금 바로 빈자리가 있는지 확인 후에 알려드리도록 할게요.,I'll go check right away to see if there are any empty tables and then notify you.
820,저는 지난 일요일에 여자친구와 거기 갔어요.,I went there with my girlfriend last Sunday.
821,하나의 아파트는 같은 크기와 구조로 되어 있다.,One apartment shares the same size and structure.
822,여러 불확실한 요인들로 인해 짧게 투자하려는 기관수요가 늘고 있다.,Many uncertainties are driving the demand for institutions to make short-term investments.
823,"강상원 박사 등이 펴낸 ‘지방의회, 아는 만큼 잘할 수 있다’는 7기 민선자치시대를 맞아 전국 지방의원들이 의정활동 실무에 바로 적용할 수 있는 안내서다.","”The local council, we can do as well as we knows”, written by Dr. Kang Sang-won, is a guideline for local councilmen that is applicable for the practice of legislative activities during the 7th civil election."
824,게임 내용을 수정해 전체이용가로 서비스하는 것도 방법이지만 중국 개발사가 만들어 글로벌 서비스 하는 만큼 국내만 따로 내용을 수정하기 쉽지 않다.,"It is also a way to modify the game contents and service it as a full-length game, but it is not easy to modify the contents separately in Korea since it is made by Chinese developers and provide global service."
825,무인발급 기계에서 서류를 떼려는데 지문인식이 불가능하다고 하는데 어떻게 하죠?,"I'm trying to print a document from the unmanned machine but it says it's not possible to identify my fingerprint, what should I do?"
826,"신찬훈 전자부품연구원 전북지역본부장은 “지역기업의 경우 상대적으로 사업화 연계기술개발(R&BD) 역량이 미흡하므로 산학연협업을 통해 극복해야하고, 제조기반 지역 중견기업과 R&D지식기반 스타트업 간 투자협업이 확대돼야 한다”고 주장했다.","""As local companies lack Research and Business Development(R&BD) capabilities, they have to overcome them through industry-academic cooperation and investment cooperation between medium-sized companies in manufacturing-based regions and start-ups based on R&D knowledge should be expanded,"" said Shin Chan-hoon, Director of Jeonbuk Regional Headquarters at the Electronics and Components Institute."
827,"인공어초란 물고기의 산란과 서식지 역할을 하는 인공구조물로 주로 콘크리트 구조선, 폐선, 폐타이어 등이 이용된다.","Artificial reefs are artificial structures that serve as egg-laying spots and habitats for fish, and are mainly used for concrete rescue ships, abandoned ships, and used tires."
828,"보니까 술을 좀 드신 것 같은데, 취하신 거예요?","You look like you've had a drop or two, are you drunk?"
829,"해마다 잉카학원의 1:1수업 또는 소수 정예 팀 수업으로 확실한 결과를 올리고, 꾸준히 그 결과를 유지하는 사례들이 학부모들 사이에 입소문을 탄다.","Every year, Inca Academy’s raising results with 1:1 class or small classes of elites and posting cases of sustaining these results go viral among parents."
830,이와 함께 중구는 주민들이 평소 쉽게 실천할 수 있는 모기유충 서식지 제거방법을 알리는데도 열중하고 있다.,"At the same time, Jung-gu is keen to announce how to remove mosquito larvae habitats, which residents can easily practice."
831,직장인들은 대부분 월초에 돈을 많이 써버린다.,Most office workers spend a lot of money at the beginning of the month.
832,나는 금요일에 오후 9시에 출근할 계획입니다.,I plan to go to work at 9 pm on Friday.
833,"한국의 외교부가 주최하고, 한국의 동아시아재단과 중국의 판구연구소가 공동 주관했다.",It was hosted by the Korean Ministry of Foreign Affairs and co-organized by the East Asian Foundation of Korea and the Pangu Research Institute of China.
834,이런 부분에서 국회의원들을 많이 보내서 이런 세계 역사상 최고의 악법인 수도권정비계획법을 철폐하기 위한 강력하고 지속적 노력을 도 출신 국회의원들이 해주셔야 한다.,"In this area, many members of parliament should make strong and lasting efforts to end this metropolitan area maintenance plan law, the greatest evil in the history of the world."
835,"구청장은 제8조에 따라 재정지원을 받은 사업자가 다음 각 호의 어느 하나에 해당 될 때에는 지원을 취소 또는 중지하며, 해당 사업자는 지원금의 전부 또는 일부를 반환해야 한다.","When a business operator who has received financial support under Article 8 falls under any of the following subparagraphs, the head of the Gu shall cancel or suspend the support and the relevant business operator shall fully or partially return the subsidy:"
836,독립 기념관 발기 대회에 따라 이날 독립 기념관 건립 추진 위원회가 출범하였다.,The Implementation Committee of the Establishment of the Independence Hall of Korea was organized in accord with the general meeting.
837,"다음 각 호 대상자에게는 수강료를 50퍼센트 감면할 수 있으며, 이를 확인하기 위해 증명서 등을 요구할 수 있다.","A person falling under any of the following subparagraphs may be entitled to a 50% reduction in tuition fees, and may request a certificate, etc. to confirm the reduction:"
838,카우치 그램을 이용해 주셔서 감사합니다.,Thank you for using the couch gram.
839,프로야구 10개 구단 중 1군 엔트리에 포수를 3명을 포함시킨 팀은 선두 두산이 유일하다.,Doosan is the only team to have three catchers in the first group of 10 professional baseball teams.
840,이어 지난달 30일 선고된 김 지사 1심 판결문을 추가로 검토했지만 최종적으로 직권남용 혐의 적용이 어렵다고 판단했다.,"The court further reviewed the ruling of the first trial of governor Kim, who was sentenced on April 30, but ultimately found it difficult to apply the charges of abuse of authority."
841,"그래, 얼음팩도 달라고 하면 같이 줄 거야.","Yes, if you ask for an ice pack, they'll give you some with it."
842,"현금 5000만원과 시가가 5000만원 상당의 1㎏ 짜리 골드바, 3000만원 짜리 제트스키 1대를 홀인원 상품으로 받는다.","You will receive a 1kg gold bar worth 50 million won, a market price of 50 million won, and a jet ski of 30 million won as a hole-in-one product."
843,이것은 서로 가까이 있지만 절대 만날 수 없는 운명입니다.,This is the fate of people who are close by but cannot meet.
844,그 소리는 너무 커서 저를 놀래게 했습니다.,That sound was too loud and it surprised me.
845,혹시 산 책에 커버를 씌워서 보내주실 수 있나요?,Could I also have the book I buy come with a cover?
846,"우리의 국가정보원과 검찰 공안파트, 경찰의 대공파트, 군의 보안대 이렇게 네 곳이 대한민국 공안기관인데 이 곳이 적어도 북한이 적화통일 전술을 포기할 때까지 확고한 자기 위상을 국민들이 밀어주고 지지해 주셔야 한다.","There are four security agencies in the Republic of Korea: the National Intelligence Service, the prosecution's public security unit, the police's anti-aircraft unit and the military's security unit, where the people should support their solid status at least until North Korea gives up its strategy of unification under communism."
847,"흰색보다는 괜찮은데, 일단 한번 입어봐도 될까요?","Well, that’s better than white, can I try it on first?"
848,일본의 지배가 시작된 뒤로 두발을 규제하였고 그 악습이 지금까지도 유지되고 있다.,"Since the time Japan colonialized Korea, the hair regulations have existed until now."
849,제1항의 규정에 의거 확보된 기금은 국가안전관리계획에서 정한 자연재난기간 시작 이전까지 재난관리기금 계좌에 전액 예탁 관리하여야 한다.,Funds secured under the provisions of paragraph (1) shall be fully deposited and managed in the disaster management fund's account prior to the start of the natural disaster period as defined by the National Security and Management Planning.
850,문재인 대통령을 제대로 맞이하지 못한 미안함이 담겨있는 것으로 풀이된다.,It is understood that it contains the sorry for not meeting President Moon Jae-in properly.
851,교육감 재산은 진보·보수 간 격차가 큰 것으로 나타났다.,Property for Superintendent of education has a large gap between progress and maintenance.
852,"이날 새벽 5시30분 승객 102명을 태운 서울행 첫차가 강릉역에서 정상 출발했고, 이어 5시32분 청량리역에서 출발한 강릉행 첫차도 정상 운행했다.","The first Seoul-bound train with 102 passengers on board departed from Gangneung Station at 5:30 a.m., followed by the first one bound for Gangneung, which departed from Cheongnyangni Station at 5:32 a.m., as normal."
853,평소 아내가 자신을 옥죄는 게 지긋지긋했던 아빠는 부부싸움도 하다 지쳐 이제는 아내와 완전히 정서적으로 단절된 상태로 지냈다.,"""The father, who was tired of his wife's clamping down on him, was exhausted having a quarrel with his wife, and now he is completely emotionally disconnected from his wife."""
854,저는 그녀가 정말 그렇게 말했는지 너무 의심스럽네요.,I really doubt if she really said so.
855,처음이면 많이 긴장되실 텐데 매뉴얼은 메일로 보내드릴게요.,"You must be nervous if it's your first time, I'll send the manual to you by e-mail."
856,"이 불로 주민 29명이 대피하는 소동이 벌어졌고, 이웃 주민 2명은 연기를 들이마셔 병원에서 치료를 받았습니다.",The blaze caused a scene in which 29 people were evacuated and two neighbors were treated for inhaling smoke.
857,"이번 채용절차를 통해 많이 배웠고, 진로에 대해서 더 고민할 수 있었습니다.",I learned a lot through this recruiting process and was able to contemplate my career path.
858,"이번 조직개편안에 따르면 기존 12실국 56과에서 12실국 59개과로 3과가 늘어나며 정원은 5,047명으로 기존보다 42명이 증가하게 된다.","According to the reorganization plan, 3 departments will be increased from 56 departments in 12 offices to 59 departments in 12 offices, and the number of students will be 5,047, 42 more than before."
859,각종 비품과 사무용품 등 공동 사용으로 비용을 줄여 영세 판매자가 안정적으로 영업 활동에 집중할 수 있도록 돕는다.,It helps small sellers focus on their business activities in a stable manner by reducing costs through joint use of such things as various equipment and office supplies.
860,"이날 경기에서는 5-1로 앞섰지만 앞서 헤나투 산체스, 산드로 바그너 같은 1군 붙박이 선수들이 교체로 먼저 들어갔다.","In this game, they were ahead 5-1, but first division players such as Hennatu Sanchez and Sandro Wagner played first by replacement."
861,결혼 8년차 정준호와 이하정 부부는 배우와 아나운서 부부 셀럽으로 출연이 알려지면서 방송 전부터 많은 관심을 받고 있다.,"Jeong Junho and Lee Hajung, who have been married for eight years, are receiving much attention even before the show as they are known as actors and announcer celebrity couple."
862,실제 금융당국이 추진하는 마이데이터 산업 도입과 데이터 경제 활성화 방침이 시민사회 등을 중심으로 반발이 거세다보니 쉽사리 진척이 되지 않고 있다.,"Indeed, the introduction of the mydata industry and the revitalization of the data economy, driven by the financial authorities, have shown no progress since it is facing huge refute centered on civil society."
863,다만 공공기관장들의 경우 업무의 연속성을 위해 임기보장이 법에 명시돼 있는 것인데 은밀히 사퇴압력을 가해 자기 사람들을 앉히려다 보니 소모적 논란이 반복되고 있다.,"However, for the heads of public institutions, the guarantee of tenure is stated in the law for the continuity of work, but as people are trying to seat their own people by secretly pressuring resignation, exhausting controversies are repeating."
864,"건강을 생각하며, 홍콩 인들의 입맛을 공략할 수 있는 더 많은 한국 식 즉석 제품의 공급이 이어질 것으로 예상한다.","We expect to continue to supply more Korean ready-to-go products, which are thought to be health-conscious and capable of targeting the Hong Kong people's appetites."
865,그래서 그냥 아무 말 못하고 헤어졌어?,So you just broke up without word?
866,"6레벨까지 무난하게 시간을 보낸 아프리카는 조합 강점을 살리기 위한 본격적인 움직임을 시작했지만, SKT의 기민한 팀워크에 시나브로 주도권을 내줬다.","Africa, which has had a good time up to level 6, started a full-fledged move to revive the strength of the union, but gave Shinablo leadership to SKT's agile teamwork."
867,동창에게 자신과 교제하지 않으면 해를 끼치겠다며 휴대전화 문자메시지를 230여 차례나 보낸 30대 여성에게 유죄가 확정됐습니다.,"A woman in her 30s, who sent a cell phone text message about 230 times to her alumnus claiming to harm him if he does not go out with her, was found guilty."
868,"이제는 한국의 기획사들이 독일 현지 팬과 언론에 대한 접촉을 늘려 K팝의 장점을 홍보하고, 문제점으로 지적되는 부분에 대해 명확히 설명해줄 필요가 있다.","Now, Korean agencies need to increase their contact with local German fans and the media to promote K-Pop's strengths and articulate the main controversy."
869,"2010년부터 스타크래프트 AI 대회가 열렸고, 2009년 공개된 스타크래프트 브루드워의 오픈 컴퓨팅 라이브러리를 연구하는 사람들이 생겨났다.","StarCraft AI competitions took place in 2010, and there were people studying open computing library of StarCraft Brood War which was opened in 2009."
870,다녀온 사람들의 ‘Fun Fair’ 페이스북 리뷰를 보면 이름은 생소하지만 한국 드라마와 영화에서 흔히 보던 메뉴들을 직접 보고 시식할 수 있어서 좋았고 기대 이상으로 맛이 좋았다는 호평이 연이였다.,"When we watch Facebook review of ""Fun Fair"" that was written by the people who visited there, favorable comments were continued by saying that, even though the name of menu was unfamiliar, it was nice to be able to see and taste the menus that were common in Korean dramas and movies, and the taste was better than expected."
871,사실 이수민 대표와 오철규 소장은 Key Rule™ 교육 연구가 시작될 수 있었던 것은 끊임없이 이 3가지 질문을 했기 때문이었다고 했다.,CEO Lee Soo-min and chief Oh Chul-kyu said that the key rule ™ education research was able to start because they constantly asked these three questions.
872,요한이 잡힌 후 예수는 하나님의 복음을 선포합니다.,"After John has been arrested, Jesus declares the gospel of God."
873,어떤 마스카라를 살까?,Which mascara should I buy?
874,수입업자들이 기존 공급자보다 저렴하게 공급하는 대체업자를 찾기 어렵기 때문이다.,This is because it is difficult for importers to find substitute suppliers that are cheaper than existing suppliers.
875,"한인뿐 아니라 비 한인을 어우르고, 한국 문화를 좀 더 세련된 방식으로 소개하는 커뮤니티 축제로 거듭나기 위해서는 캐나다 토론토 내의 한인 커뮤니티의 든든한 성장이 필수적이다.","The robust growth of the Korean community within Toronto, Canada, is essential in order to be reborn as a community festival that combines not only Koreans but also non-Koreans and introduces Korean culture in a more refined manner."
876,이곳에서 제가 와이파이를 쓸 수 있나요?,Can I use Wi-Fi here?
877,사물놀이는 풍물굿을 4개로 나누었습니다.,Samulnori divided Pungmulgut into 4.
878,세라믹에서 가장 큰 기공의 공기 유입 가능성은 -9kPa입니다.,The air entry potential of the largest pores in the ceramic is about -9 kPa.
879,한류 콘텐츠를 한류 팬들과 공유하고 싶지만 언제 사라질지 모를 콘텐츠를 업데이트하고 자막 작업을 하는 게 의미가 있냐고 반문했다.,"I would like to share Korean Wave content with Korean Wave fans, but I asked if it was meaningful to update and subtitle content that might disappear someday."
880,그것은 1986년쯤에 발생했습니다.,It happened around 1986.
881,대상 수상작은 안경을 쓰면 선명하게 보인다는 것에 아이디어를 착안해 시각적으로 독특한 디자인으로 표현한 창의성이 돋보이는 작품이다.,The Grand Prize winner is a work that features creativity that is expressed in a visually unique design with an idea of looking clearly when wearing glasses.
882,"한해컨소시엄은 직원숙소용 아파트 15가구를 청산가치(13억원) 미치지 못하는 9억원에 인수하는 안을 조건부로 내걸었고, 채권단이 이를 부결시켰다.","The consortium made a conditional decision to acquire 15 apartments for employee lodging at 900 million won, which is less than the liquidation value (1.3 billion won), and the creditors rejected it."
883,차장님 내선 번호는 4255이니 이쪽으로 연락해주시면 됩니다.,The Deputy Department Head's extension number is 4255 so please call here.
884,"시네마테크 부산은 처음에는 부산광역시가 맡아 운영하다가, 2002년 이용관 위원장의 취임으로 더욱 활발한 활동을 하게 되었다.","Busan Metropolitan City first took charge of the Cinema Tech Busan, it became more active with the inauguration of chairman Lee Yong-gwan in 2002."
885,참여하더라도 지방선거에 이어 또다시 충격적인 성적표를 받을 가능성이 크다.,"Even if they participate, they are likely to receive another shocking result following the local elections."
886,"비확장 시에는 4인 식탁, 확장 시에는 6인용 식탁이 돼 활용성이 뛰어나며 수평을 조절할 수 있는 레벨러가 있어 흔들림 없이 식탁을 사용할 수 있다.","The table can be a 4-person table if it is not extended, and it can be a 6-person table if extended, which is very practical, and there is a leveler to control the level, so people can use the table without a wobble."
887,이탈리아 중에서 어디를 추천하고 싶은데요?,Where do you want to recommend me to visit in Italy?
888,잉글랜드 프리미어리그의 토트넘 홋스퍼를 이끄는 마우리시오 포체티노 감독이 간판 골잡이 해리 케인의 몸 상태에 대해 걱정하지 않아도 된다고 말했다.,"Coach Mauricio Pochettino, who leads Tottenham Hotspur in the English Premier League, said it does not have to worried about the physical condition of the star striker Harry Kane."
889,26일 서울 중구 안중근의사기념관에서 거행된 ‘안중근 의사 순국 109주기 추모식’에서 일본에서 참석한 추모객들이 헌화하고 있다.,"At the Ahn Jung-geun 109th anniversary ceremony on the 26th, 'Ahn Jung-geun doctor's memorial' was held in which guests are offering flowers in Jung-gu, Seoul on 26th."
890,회원을 위한 블락을 잡아놓았으면 해요.,I wish you reserve some blocks for members.
891,난 어디에나 존재하고 무엇이든 할 수 있어.,I can be everywhere and do anything.
892,예약해둔 티켓의 공연 시간 변경을 도와주시겠어요?,Could you please help me to change the time of the ticket that I reserved?
893,가족이랑 해외에서 살 계획이 있습니까?,Do you have any plans to live abroad with your family?
894,이번 경기를 통해 ROAD FC(로드FC) 3연승에 도전하는 신동국이 품고 있는 또 하나의 목표는 최강소방관경기 우승이다.,The goal of Shin Dong-guk who challenges for three consecutive ROAD FC wins through this match is to win the strongest fireman's match.
895,"고인의 열정적인 에너지는 현장에 강력한 활력을 주었고, 이는 좋은 작품이 탄생할 수 있는 원동력이 됐습니다.","The passionate energy of the deceased gave a powerful boost to the scene, which gave rise to a good work."
896,"우리나라의 이동통신사인 SK텔레콤 T스토어에 나타난 갤럭시 S10의 설명 내용을 보면, 삼성 블록체인 키스토어에 대한 이미지 사진이 등장한다.","If you look at the descriptions of the Galaxy S10 that appears on Korean mobile carrier SK Telecom's T Store, an image photo of the Samsung blockchain keystore appears."
897,현대중공업은 31일 울산 동구 전하동 한마음회관에서 주주총회를 개최할 예정이었으나 노조에 막혀 남구 울산대 체육관으로 변경했다.,"Hyundai Heavy Industries was scheduled to hold a general meeting of shareholders at Hanmaeum Center in Jeonha-dong, Ulsan, on the 31st, but changed its location to Ulsan University gymnasium in Nam-gu, due to the labor union."
898,관장은 회관 내의 관람 질서유지 또는 그 밖의 설비 등을 훼손할 우려가 있는 자에 대해서는 입장을 제한할 수 있다.,"The head of the agency may restrict the admission of a person who is likely to damage the order or other facilities, etc. in the center."
899,투자 결정이 늦어지면서 협력업체들도 빛그린 산단에 들어오지 않고 있다.,"As investment decisions are delayed, partners are not joining the Bitgeurin Industrial Complex."
900,"서해안과 강원 영동, 경북 동해안에는 바람이 초속 7∼12m로 강하게 부는 곳이 있겠고 9일까지는 바람이 강하게 부는 곳도 많으나 각종 화재에 주의해야 한다.","On the west coast, Yeongdong in Gangwon, and Gyeongsangbuk-do, there are places where the wind blows strongly at 7-12m per second, and there are many places where the wind blows strongly until the 9th, but be careful about various fires."
901,조기퇴직수당을 지급받을 수 있는 사람은 조기퇴직예정일 현재 1년 이상 20년 미만 근속한 공무원으로서 수당지급규정 제9조에 해당하는 사람이어야 한다.,A person eligible for early retirement allowance shall be a public official who has served for at least one year and less than 20 years as of the scheduled date of early retirement from among those falling under Article 9 of the Payment Regulations on Allowances.
902,퇴근이 늦어서 그러는데 몇 시까지 와야 하나요?,I get off work late so what time do I need to come here by?
903,지금까지 마술을 보여주기만 했어요.,So far I only showed magic to you.
904,이것은 여행할 때 가지고 다니기에 편리해요.,It is convenient to bring it when you travel.
905,농림축산식품부는 9일 이같은 내용을 담은 개정된 축산법 시행령과 시행규칙이 오는 9월 1일부터 시행될 예정이라고 밝혔다.,"The Ministry of Agriculture, Food and Rural Affairs announced on September 9 that the revised Livestock Act Enforcement Decree and the Enforcement Regulations will be implemented from September 1st."
906,다음 각 호의 사항에 관하여는 기획조정실장 또는 예산과장의 합의를 받아야한다.,The following matters shall be agreed upon by the Head of Planning and Coordination Office or the Director of the Budget Division:
907,"황 대표는 국회 정상화에 대해서는 “국회가 국회답지 못하고 민주적이지 못한 운영이 계속된다면 들어가기 어렵다""고 선을 그었다.","On the normalization of the National Assembly, representative Hwang drew the line and said, “If the National Assembly keeps the management that is not like what it should be and not democratic, it is difficult to enter."""
908,관심을 모았던 남부 가오슝 시장 선거에서는 한궈위 국민당 후보가 53.8%를 득표해 천치마이 민진당 후보(44.8%)를 눌렀다.,"In the southern Kaohsiung mayoral election, which attracted attention, Han Kuo-yu, a candidate for Kuomintang, gained 53.8% of the vote, claiming victory over Chen Chi-mai (44.8%), a candidate for the Democratic Progressive Party."
909,이기웅(53)씨는 “어디서나 훌륭한 인물을 많이 배출한 ‘충효의 고장’이라고 자랑했었는데 이번 사태로 부끄러워 고개를 들고 다닐 수가 없다”고 말했다.,"Lee Ki-woong(53) said, ""Wherever I went, I boasted that it was the Hometown Of Filial Piety where a lot of great people come from, but because of this incidence, I feel ashamed and can't hold my head high."""
910,나 역시 며칠 전에 그녀의 책을 읽고 그녀를 알았어요.,I also read her book and got to know her a few days ago.
911,시행령 개정안은 ‘화물을 집화·분류·배송하는 형태의 운수사업’을 강력범죄 전과자의 종사 제한 대상으로 규정해 해당 전과자들이 택배업에 종사할 수 없도록 한다.,"The revision to the enforcement ordinance stipulates that ”transportation projects in the form of collecting, classifying and distributing cargo” are subject to restrictions on the employment of ex-convicts with violent crimes, so that those ex-convicts are not allowed to engage in the delivery."
912,멕시코·온두라스 등 중미 정부들의 방치가 캐러밴에 일조했다는 지적도 있다.,There is also a point that the neglect of Central American governments such as Mexico and Honduras have been a part of the caravan.
913,그가 직접 평화를 위한 예술활동을 하며 인연을 맺은 한·중·일 민간예술단체와 작은 기업들의 도움으로만 전시회를 연 것이다.,"He opened the exhibition only with the help of Korean, Chinese, and Japanese private art organizations and small businesses that he had established in person by engaging in art activities for peace."
914,각 처리부서는 제1항에 따라 간행물을 납본할 경우에는 그 전문이 수록된 디스켓을 함께 제출하되 간행물 개요서를 별도의 파일로 작성하여 제출하여야 한다.,"Where depositing a publication under paragraph (1), each processing department shall submit a diskette containing the full text of the publication, but submit a summary of the publication in a separate file."
915,굳이 자주 보지 않아도 등대가 되는 사람이 있다.,There are some people who become lighthouses even though we don't meet them often.
916,수탁자는 위탁시설에 대하여 고의 또는 과실로 훼손 또는 멸실한 때에는 그 상당액을 변상해야 한다.,"Where a trustee has damaged or destroyed the consigned facilities intentionally or by negligence, he/she shall reimburse the amount equivalent thereto."
917,"2010년에 창립 멤버이자 극단 대표였던 연기자 권철이 탈퇴하고, 2011년에 곽종필이 다시 극단에 합류하게 되는 등 극단의 활동이 부침을 겪으면서 한때 위기를 맞았으나 현재는 다시 정비하여 공연 활동을 활성화하고 있다.","Actor Gwon Cheol, who was a founding member and representative left in 2010, and Gwak Jong-pil joined the theater group again in 2011, the theater activities were in trouble and once in crisis, but now it is being reorganized to revitalize performances."
918,그러나 휴대전화를 너무 많이 쓰면 너의 건강에 안 좋아.,"However, using your phone too much is bad for your health."
919,"선포식에는 김경수 경남지사와 김학도 중소벤처기업부 차관, 김지수 도의회 의장, 한철수 경남상공회의소협의회장 등 150여 명이 참석했다.","About 150 people attended the declaration ceremony, including Gyeongnam Province Gov. Kim Kyung-soo and Kim Hak-do, Vice Minister of SMEs and Startups, Kim Ji-soo, Chairman of the Provincial Assembly, and Han Cheol-soo, Chairman of the Gyeongnam Chamber of Commerce and Industry."
920,15일 함평경찰서에 따르면 이날 오전 1시35분쯤 함평군 함평읍 황금박쥐 생태전시관에 모자와 마스크 등으로 얼굴을 가린 남성 3명이 공구를 이용해 침입을 시도했다.,"According to the Hampyeong Police on the 15th, three men who hid their faces with hats and masks at the Golden Bat Ecology Pavilion in Hampyeong-gun, Hampyeong-gun, attempted to break through using tools at 1:35 am."
921,내 세계는 예전과 같지 않을 거야 니가 와서 기뻐.,My universe will never be the same I'm glad u came.
