NO,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROI
1786,HANARO Fn K-메타버스MZ,7610,하락80,-1.04%,0,76,1000,0.00,2,N/A,N/A
1787,신한 인버스 2X 은 선물 ETN(H),1515,하락55,-3.50%,0,76,5000,0.00,24192,N/A,N/A
1788,TIGER 코스피중형주,15120,0,0.00%,0,76,500,0.00,0,N/A,N/A
1789,KBSTAR KRX기후변화솔루션,12595,하락60,-0.47%,0,76,600,0.00,2,N/A,N/A
1790,ACE 스마트퀄리티,15110,하락75,-0.49%,0,76,500,0.00,10,N/A,N/A
1791,TIGER 로우볼,11805,하락25,-0.21%,0,76,640,0.00,9,N/A,N/A
1792,KODEX Fn멀티팩터,12515,하락45,-0.36%,0,75,600,0.00,164,N/A,N/A
1793,코리아써키트2우B,9570,하락80,-0.83%,500,75,784,2.29,198,3.82,N/A
1794,대신 S&P WTI원유 선물 ETN,7495,하락110,-1.45%,0,75,1000,0.00,2,N/A,N/A
1795,KODEX 200 중소형,12465,하락40,-0.32%,0,75,600,0.00,59,N/A,N/A
1796,KBSTAR 미국장기국채선물(H),9325,상승5,+0.05%,0,75,800,0.00,2412,N/A,N/A
1797,히어로즈 TDF2040액티브,10650,0,0.00%,0,75,700,0.00,0,N/A,N/A
1798,HANARO Fn K-푸드,9915,하락70,-0.70%,0,74,750,0.00,1448,N/A,N/A
1799,KOSEF 코스닥150선물레버리지,5420,하락165,-2.95%,0,74,1360,0.02,8837,N/A,N/A
1800,태영건설우,5660,0,0.00%,500,74,1302,0.96,0,3.62,N/A
1801,QV US 500 ETN(H),10500,0,0.00%,0,74,700,0.00,0,N/A,N/A
1802,히어로즈 TDF2030액티브,10480,0,0.00%,0,73,700,0.00,0,N/A,N/A
1803,KBSTAR 200에너지화학,11460,하락35,-0.30%,0,73,640,0.00,43225,N/A,N/A
1804,ACE 스마트로우볼,14630,하락55,-0.37%,0,73,500,0.00,10,N/A,N/A
1805,KOSEF 차이나내수소비TOP CSI,9735,상승10,+0.10%,0,73,750,0.00,125087,N/A,N/A
1806,KBSTAR 미국장기국채선물레버리지(합성 H),7680,상승20,+0.26%,0,73,950,0.00,2205,N/A,N/A
1807,TIGER 코스닥150IT,15150,하락460,-2.95%,0,73,480,0.00,545,N/A,N/A
1808,TIGER MSCI KOREA ESG유니버설,10085,하락30,-0.30%,0,73,720,0.00,5,N/A,N/A
1809,대원전선우,2770,상승30,+1.09%,500,73,2621,0.81,1369,153.89,N/A
1810,HANARO 미국S&P500,10365,0,0.00%,0,73,700,0.00,6,N/A,N/A
1811,KB 인버스 2X KOSPI 200 선물 ETN,14490,상승50,+0.35%,0,72,500,0.00,2369,N/A,N/A
1812,TIGER 경기방어채권혼합,9050,상승15,+0.17%,0,72,800,0.00,5,N/A,N/A
1813,KODEX 한중반도체(합성),12045,하락5,-0.04%,0,72,600,0.00,110,N/A,N/A
1814,마이티 코스피100,25810,0,0.00%,0,72,280,0.00,0,N/A,N/A
1815,HANARO Fn친환경에너지,10300,하락30,-0.29%,0,72,700,0.00,1726,N/A,N/A
1816,KODEX TSE일본리츠(H),12015,0,0.00%,0,72,600,0.00,231,N/A,N/A
1817,신한 레버리지 10년 국채선물 ETN,10230,0,0.00%,0,72,700,0.00,0,N/A,N/A
1818,KBSTAR 차이나항셍테크,5960,상승60,+1.02%,0,72,1200,0.75,1,N/A,N/A
1819,ACE 스마트모멘텀,14275,하락65,-0.45%,0,71,500,0.00,10,N/A,N/A
1820,ACE 베트남VN30선물블룸버그레버리지(H),8920,하락90,-1.00%,0,71,800,0.00,1213,N/A,N/A
1821,파워 고배당저변동성,29545,상승45,+0.15%,0,71,240,0.00,266,N/A,N/A
1822,KBSTAR 글로벌농업경제MV,10115,상승80,+0.80%,0,71,700,0.00,428,N/A,N/A
1823,KBSTAR V&S셀렉트밸류,14050,하락35,-0.25%,0,70,500,0.00,1,N/A,N/A
1824,동부건설우,31050,0,0.00%,5000,70,226,18.57,630,17.88,N/A
1825,메리츠 레버리지 미국채10년 ETN(H),7000,상승10,+0.14%,0,70,1000,0.00,921,N/A,N/A
1826,KODEX MSCI모멘텀,11660,하락35,-0.30%,0,70,600,0.00,4,N/A,N/A
1827,KBSTAR 국채30년레버리지KAP(합성),19965,하락295,-1.46%,0,70,350,0.00,2006,N/A,N/A
1828,KODEX 미국채울트라30년선물인버스(H),9980,0,0.00%,0,70,700,0.00,3,N/A,N/A
1829,신한 인버스 2X 10년 국채선물 ETN,9935,0,0.00%,0,70,700,0.00,0,N/A,N/A
1830,HANARO KRX기후변화솔루션,12605,0,0.00%,0,69,550,0.00,2,N/A,N/A
1831,대신 천연가스 선물 ETN(H),6890,하락375,-5.16%,0,69,1000,0.00,8322,N/A,N/A
1832,KBSTAR 글로벌데이터센터리츠나스닥(합성),10585,상승60,+0.57%,0,69,650,0.00,48,N/A,N/A
1833,TRUE 인버스 2X HSCEI ETN(H),6865,상승10,+0.15%,0,69,1000,0.00,4,N/A,N/A
1834,KB KOSDAQ 150 선물 ETN,9805,하락105,-1.06%,0,69,700,0.00,2,N/A,N/A
1835,KB 인버스 2X 은 선물 ETN(H),13655,하락440,-3.12%,0,68,500,0.00,251,N/A,N/A
1836,KBSTAR 수출주,11355,하락35,-0.31%,0,68,600,0.00,1,N/A,N/A
1837,WOORI AI ESG액티브,8500,0,0.00%,0,68,800,0.00,0,N/A,N/A
1838,HANARO 글로벌신재생에너지MSCI(합성),9710,상승10,+0.10%,0,68,700,0.00,16,N/A,N/A
1839,ARIRANG 코스피,27150,0,0.00%,0,68,250,0.00,0,N/A,N/A
1840,KOSEF 차이나A50커넥트인버스MSCI(합성 H),9030,0,0.00%,0,68,750,0.00,0,N/A,N/A
1841,KODEX 경기소비재,9665,하락10,-0.10%,0,68,700,0.00,242,N/A,N/A
1842,ARIRANG KS밸류가중TR,15005,0,0.00%,0,68,450,0.00,0,N/A,N/A
1843,HANARO 농업융복합산업,12185,상승30,+0.25%,0,67,550,0.00,122,N/A,N/A
1844,한양증권우,12740,하락40,-0.31%,5000,67,525,0.17,36,7.03,N/A
1845,TIGER 200커뮤니케이션서비스,18545,하락135,-0.72%,0,67,360,0.00,5,N/A,N/A
1846,HANARO 원자력iSelect,11080,상승75,+0.68%,0,66,600,0.00,13666,N/A,N/A
1847,KODEX 국채선물10년인버스,52660,0,0.00%,0,66,126,0.00,0,N/A,N/A
1848,ACE 미국스팩&IPO INDXX,5515,0,0.00%,0,66,1200,0.00,0,N/A,N/A
1849,KBSTAR 5대그룹주,6580,하락35,-0.53%,0,66,1000,0.00,170,N/A,N/A
1850,금강공업우,11150,상승310,+2.86%,1000,66,590,1.08,204,6.55,N/A
1851,KB 레버리지 KRX 리츠 TOP 10 ETN,6570,0,0.00%,0,66,1000,0.00,0,N/A,N/A
1852,노루페인트우,14110,하락190,-1.33%,500,65,463,0.54,677,25.02,N/A
1853,삼성 HSCEI ETN(H),6490,0,0.00%,0,65,1000,0.00,0,N/A,N/A
1854,HANARO 고배당,11780,하락5,-0.04%,0,65,550,0.00,693,N/A,N/A
1855,신한 인버스 2X S&P500 선물 ETN,3230,0,0.00%,0,65,2000,0.00,2097,N/A,N/A
1856,TIGER 200 산업재,6720,상승75,+1.13%,0,65,960,0.00,23,N/A,N/A
1857,ACE Fn성장소비주도주,6450,하락85,-1.30%,0,64,1000,0.00,92,N/A,N/A
1858,ARIRANG 심천차이넥스트(합성),10735,하락60,-0.56%,0,64,600,0.00,5,N/A,N/A
1859,ACE 스마트하이베타,12820,하락60,-0.47%,0,64,500,0.00,10,N/A,N/A
1860,KB 인버스 KOSDAQ150 선물 ETN,9140,상승110,+1.22%,0,64,700,0.00,57,N/A,N/A
1861,SOL KEDI메가테크액티브,12790,하락75,-0.58%,0,64,500,0.00,1238,N/A,N/A
1862,크라운해태홀딩스우,10640,하락120,-1.12%,500,64,601,1.46,18,19.67,N/A
1863,KOSEF 릭소글로벌디지털경제MSCI,7920,0,0.00%,0,63,800,0.00,0,N/A,N/A
1864,히어로즈 글로벌리츠이지스액티브,9050,상승10,+0.11%,0,63,700,0.00,1,N/A,N/A
1865,깨끗한나라우,17260,상승100,+0.58%,1000,63,366,3.57,78,-224.16,N/A
1866,ACE 일본TOPIX인버스(합성 H),3710,상승5,+0.13%,0,63,1700,0.00,98,N/A,N/A
1867,KODEX 국채선물3년인버스,52480,0,0.00%,0,63,120,0.00,0,N/A,N/A
1868,KBSTAR 헬스케어,11440,하락50,-0.44%,0,63,550,0.00,2559,N/A,N/A
1869,TIGER 차이나항셍25,13980,하락185,-1.31%,0,63,450,0.00,62,N/A,N/A
1870,현대비앤지스틸우,57100,하락1900,-3.22%,5000,63,110,0.55,99,33.29,N/A
1871,HANARO KRX300,15645,상승30,+0.19%,0,63,400,0.00,1,N/A,N/A
1872,HANARO Fn5G산업,11355,하락40,-0.35%,0,62,550,0.00,17,N/A,N/A
1873,SK네트웍스우,54900,0,0.00%,2500,62,114,0.32,7,157.76,N/A
1874,TIGER 모멘텀,23985,0,0.00%,0,62,260,0.00,0,N/A,N/A
1875,ARIRANG KS모멘텀가중TR,13745,0,0.00%,0,62,450,0.00,0,N/A,N/A
1876,ARIRANG KS로우볼가중TR,12335,0,0.00%,0,62,500,0.00,0,N/A,N/A
1877,금호건설우,20900,상승100,+0.48%,5000,61,292,0.00,18,36.67,N/A
1878,대신 인버스 철광석 선물 ETN(H) B,6105,0,0.00%,0,61,1000,0.00,0,N/A,N/A
1879,미래에셋 S&P 2X 천연가스 선물 ETN(H),1355,하락160,-10.56%,0,61,4500,0.00,47485,N/A,N/A
1880,ARIRANG K-유니콘투자기업액티브,10150,0,0.00%,0,61,600,0.00,0,N/A,N/A
1881,KBSTAR 200고배당커버드콜ATM,7605,상승5,+0.07%,0,61,800,0.00,1050,N/A,N/A
1882,하이트진로홀딩스우,12900,0,0.00%,5000,61,471,0.67,121,10.14,N/A
1883,ARIRANG 글로벌MSCI(합성 H),15560,하락60,-0.38%,0,61,390,0.00,12,N/A,N/A
1884,TIGER 200커버드콜5%OTM,12070,0,0.00%,0,60,500,0.00,26,N/A,N/A
1885,TIGER 200 경기소비재,15850,0,0.00%,0,60,380,0.00,0,N/A,N/A
1886,KB KOSPI 200 선물 ETN,8590,하락55,-0.64%,0,60,700,0.00,2,N/A,N/A
1887,KODEX 차이나메타버스액티브,9970,상승10,+0.10%,0,60,600,11.24,400,N/A,N/A
1888,WOORI 200,33740,하락90,-0.27%,0,59,175,0.00,22,N/A,N/A
1889,ARIRANG 신흥국MSCI인버스(합성 H),11315,0,0.00%,0,59,520,0.00,0,N/A,N/A
1890,KOSEF SK그룹대표주,10605,하락90,-0.84%,0,58,550,0.00,37,N/A,N/A
1891,메리츠 천연가스 선물 ETN(H),2905,하락155,-5.07%,0,58,2000,0.00,38466,N/A,N/A
1892,KBSTAR 중소형고배당,11590,상승25,+0.22%,0,58,500,0.00,1,N/A,N/A
1893,KODEX K-이노베이션액티브,10525,하락45,-0.43%,0,58,550,0.00,1232,N/A,N/A
1894,계양전기우,4945,상승40,+0.82%,500,58,1169,1.94,92,-6.85,N/A
1895,MASTER 테크미디어텔레콤액티브,8160,하락65,-0.79%,0,57,700,0.00,259,N/A,N/A
1896,ARIRANG 단기채권액티브,108565,0,0.00%,0,56,52,0.00,4802,N/A,N/A
1897,SOL 한국형글로벌플랫폼&메타버스액티브,10080,하락5,-0.05%,0,56,560,0.00,16,N/A,N/A
1898,삼성 항셍테크 ETN(H),5635,0,0.00%,0,56,1000,0.00,0,N/A,N/A
1899,TIGER 라틴35,3940,하락85,-2.11%,0,55,1400,0.00,727,N/A,N/A
1900,ARIRANG KS퀄리티가중TR,13715,0,0.00%,0,55,400,0.00,0,N/A,N/A
1901,HK S&P코리아로우볼,12155,0,0.00%,0,55,450,0.00,0,N/A,N/A
1902,KBSTAR 우량업종,10875,상승25,+0.23%,0,54,500,0.00,2,N/A,N/A
1903,HK 베스트일레븐액티브,7705,0,0.00%,0,54,700,0.00,0,N/A,N/A
1904,ARIRANG 스마트베타Quality채권혼합,10775,하락30,-0.28%,0,54,500,0.00,92,N/A,N/A
1905,HANARO 글로벌백신치료제MSCI,10760,하락20,-0.19%,0,54,500,0.00,141,N/A,N/A
1906,ACE 국채선물10년인버스,107170,0,0.00%,0,54,50,0.00,0,N/A,N/A
1907,노루홀딩스우,21950,하락50,-0.23%,500,53,244,1.57,231,11.87,N/A
1908,ACE 필리핀MSCI(합성),13355,상승155,+1.17%,0,53,400,0.00,8,N/A,N/A
1909,ACE 주주환원가치주액티브,10625,하락40,-0.38%,0,53,500,0.00,221,N/A,N/A
1910,ACE 국채선물3년인버스,105425,0,0.00%,0,53,50,0.00,0,N/A,N/A
1911,KBSTAR 200IT,13855,하락55,-0.40%,0,53,380,0.00,8,N/A,N/A
1912,WOORI 미국S&P우주항공&디펜스,10520,하락15,-0.14%,0,53,500,0.00,510,N/A,N/A
1913,서울식품우,2355,상승10,+0.43%,100,52,2224,0.18,1040,1177.50,N/A
1914,KBSTAR TDF2050액티브,10475,상승40,+0.38%,0,52,500,0.00,1331,N/A,N/A
1915,KBSTAR TDF2040액티브,10455,상승40,+0.38%,0,52,500,0.00,6,N/A,N/A
1916,KBSTAR TDF2030액티브,10420,상승45,+0.43%,0,52,500,0.00,1,N/A,N/A
1917,KOSEF 미국ETF산업STOXX,10325,상승90,+0.88%,0,52,500,0.00,1015,N/A,N/A
1918,TIGER 코스피대형주,12900,하락30,-0.23%,0,52,400,0.00,3,N/A,N/A
1919,TIGER 증권,3950,0,0.00%,0,51,1300,0.01,354,N/A,N/A
1920,TIGER 200에너지화학레버리지,12815,하락30,-0.23%,0,51,400,0.00,207,N/A,N/A
1921,TRUE 인버스 나스닥 100 ETN,5110,0,0.00%,0,51,1000,0.00,1179,N/A,N/A
1922,CJ씨푸드1우,25500,0,0.00%,500,51,200,0.20,90,124.39,N/A
1923,WOORI 미국S&P500,10155,상승30,+0.30%,0,51,500,0.00,51,N/A,N/A
1924,KBSTAR 200철강소재,9715,상승5,+0.05%,0,51,520,0.00,7841,N/A,N/A
1925,ARIRANG 200동일가중,10045,0,0.00%,0,50,500,0.00,0,N/A,N/A
1926,성문전자우,8370,0,0.00%,500,50,600,0.16,2,82.06,N/A
1927,KODEX MSCI퀄리티,8345,0,0.00%,0,50,600,0.00,0,N/A,N/A
1928,TIGER 지주회사,9970,하락55,-0.55%,0,50,500,0.00,54,N/A,N/A
1929,미래에셋 인버스 전기전자 Core5 ETN,2490,0,0.00%,0,50,2000,0.00,0,N/A,N/A
1930,ACE Fn5G플러스,7105,하락45,-0.63%,0,50,700,0.00,22,N/A,N/A
1931,KBSTAR Fn K-뉴딜디지털플러스,9855,상승10,+0.10%,0,49,500,0.00,13,N/A,N/A
1932,KBSTAR 팔라듐선물(H),8780,하락50,-0.57%,0,48,550,0.00,3034,N/A,N/A
1933,신한 인버스 2X 금 선물 ETN,4770,하락20,-0.42%,0,48,1000,0.00,10090,N/A,N/A
1934,HANARO 200선물인버스,10560,0,0.00%,0,48,450,1.69,190,N/A,N/A
1935,KBSTAR Fn창업투자회사,6755,하락70,-1.03%,0,47,700,0.00,2,N/A,N/A
1936,SOL 차이나강소기업CSI500(합성 H),5235,0,0.00%,0,47,900,0.00,10,N/A,N/A
1937,유유제약2우B,14420,0,0.00%,1000,47,326,0.04,12,-47.75,N/A
1938,ACE 차이나항셍테크,5850,하락60,-1.02%,0,47,800,5.65,84,N/A,N/A
1939,HANARO 미국메타버스iSelect,9355,0,0.00%,0,47,500,0.00,0,N/A,N/A
1940,KODEX MSCI EM선물(H),7780,하락80,-1.02%,0,47,600,0.00,325,N/A,N/A
1941,흥국화재우,6060,하락30,-0.49%,5000,47,768,0.26,102,2.68,N/A
1942,히어로즈 리츠이지스액티브,7135,0,0.00%,0,46,650,0.00,0,N/A,N/A
1943,HANARO Fn골프테마,6615,하락35,-0.53%,0,46,700,0.00,2,N/A,N/A
1944,진흥기업우B,5380,상승120,+2.28%,500,46,857,0.23,1,15.92,N/A
1945,MASTER 스마트커머스액티브,7665,하락20,-0.26%,0,46,600,0.00,11,N/A,N/A
1946,KODEX 멀티에셋하이인컴(H),9175,하락10,-0.11%,0,46,500,0.00,3,N/A,N/A
1947,ARIRANG 글로벌D램반도체iSelect,11265,하락95,-0.84%,0,45,400,0.00,45,N/A,N/A
1948,KBSTAR 200중공업,10230,상승115,+1.14%,0,45,440,0.00,137,N/A,N/A
1949,HK 하이볼액티브,8155,0,0.00%,0,45,550,0.00,0,N/A,N/A
1950,ARIRANG 코스피중형주,11140,0,0.00%,0,45,400,0.00,0,N/A,N/A
1951,ARIRANG K리츠Fn,7420,하락20,-0.27%,0,45,600,0.00,29,N/A,N/A
1952,마이티 200커버드콜ATM레버리지,7320,0,0.00%,0,44,600,0.00,0,N/A,N/A
1953,ARIRANG 코스닥150선물인버스,6255,상승95,+1.54%,0,44,700,0.00,7473,N/A,N/A
1954,KOSEF 200선물인버스,5905,하락10,-0.17%,0,43,730,0.00,316,N/A,N/A
1955,KOSEF 코스닥150선물인버스,7215,상승110,+1.55%,0,43,590,0.00,17362,N/A,N/A
1956,KODEX 퀄리티Plus,8480,하락60,-0.70%,0,42,500,0.00,59,N/A,N/A
1957,TIGER 200 생활소비재,8830,하락35,-0.39%,0,42,480,0.00,125,N/A,N/A
1958,QV 인버스 레버리지 S&P500 ETN,2115,0,0.00%,0,42,2000,0.00,2,N/A,N/A
1959,KBSTAR 코스닥150선물인버스,4155,상승65,+1.59%,0,42,1000,0.00,13160,N/A,N/A
1960,미래에셋 인버스 원유선물혼합 ETN(H),4070,상승70,+1.75%,0,41,1000,0.00,319,N/A,N/A
1961,하나 블룸버그 2X 천연가스 선물 ETN(H),1355,하락155,-10.26%,0,41,3000,0.00,14496,N/A,N/A
1962,동양2우B,13140,0,0.00%,500,41,309,0.00,0,-730.00,N/A
1963,동양우,6500,0,0.00%,500,40,618,0.29,0,-361.11,N/A
1964,진흥기업2우B,13360,0,0.00%,500,39,295,0.17,0,39.53,N/A
1965,ARIRANG 글로벌수소&차세대연료전지MV,7135,하락25,-0.35%,0,39,550,0.00,2182,N/A,N/A
1966,TIGER 금속선물(H),6430,상승40,+0.63%,0,39,600,0.00,57,N/A,N/A
1967,TRUE 레버리지 HSCEI ETN(H),3800,하락5,-0.13%,0,38,1000,0.00,1,N/A,N/A
1968,대신 S&P 2X 천연가스 선물 ETN,1265,하락140,-9.96%,0,38,3000,0.00,49741,N/A,N/A
1969,ARIRANG 글로벌희토류전략자원기업MV,8340,하락105,-1.24%,0,38,450,0.00,133,N/A,N/A
1970,KBSTAR Fn플랫폼테마,7145,하락30,-0.42%,0,37,520,0.00,7,N/A,N/A
1971,HANARO 코스닥150선물레버리지,10885,하락395,-3.50%,0,37,340,0.00,485,N/A,N/A
1972,TIGER 방송통신,7810,하락15,-0.19%,0,36,460,0.00,47,N/A,N/A
1973,ARIRANG 코스닥150,13660,하락240,-1.73%,0,34,250,0.00,70,N/A,N/A
1974,ACE 인버스,5655,상승10,+0.18%,0,34,600,0.00,186,N/A,N/A
1975,삼성 레버리지 HSCEI ETN(H),3330,하락5,-0.15%,0,33,1000,0.00,1006,N/A,N/A
1976,KODEX 골드선물인버스(H),6635,0,0.00%,0,33,500,0.00,1700,N/A,N/A
1977,ARIRANG 주도업종,9355,0,0.00%,0,33,350,0.00,0,N/A,N/A
1978,KBSTAR 200금융,8175,상승45,+0.55%,0,33,400,0.00,5,N/A,N/A
1979,KBSTAR 200경기소비재,9935,하락5,-0.05%,0,32,320,0.00,1,N/A,N/A
1980,TIGER KRX BBIG K-뉴딜레버리지,3320,하락20,-0.60%,0,32,950,0.00,129,N/A,N/A
1981,KBSTAR 글로벌원자력iSelect,9880,상승45,+0.46%,0,30,300,0.00,317,N/A,N/A
1982,ACE 싱가포르리츠채권혼합모닝스타,9720,하락5,-0.05%,0,29,300,0.00,1,N/A,N/A
1983,KBSTAR 미국장기국채선물인버스(H),9710,상승105,+1.09%,0,29,300,0.00,52,N/A,N/A
1984,ARIRANG 글로벌인공지능산업MV,9590,하락15,-0.16%,0,29,300,0.00,1491,N/A,N/A
1985,ARIRANG 중형주저변동50,11160,하락70,-0.62%,0,28,250,0.00,18,N/A,N/A
1986,흥국화재2우B,17800,하락160,-0.89%,5000,27,154,0.32,86,7.86,N/A
1987,메리츠 블룸버그 2X 천연가스 선물 ETN(H),1360,하락160,-10.53%,0,27,2000,0.00,32543,N/A,N/A
1988,KBSTAR 미국장기국채선물인버스2X(합성 H),8625,0,0.00%,0,26,300,0.00,0,N/A,N/A
1989,ARIRANG 국채선물3년,53055,하락100,-0.19%,0,25,48,0.00,2,N/A,N/A
1990,신한 인버스 브렌트원유 선물 ETN(H),2455,상승25,+1.03%,0,25,1000,0.00,77,N/A,N/A
1991,KB 레버리지 KRX BBIG K-뉴딜 ETN,2445,하락30,-1.21%,0,24,1000,0.00,1,N/A,N/A
1992,KBSTAR 차이나H선물인버스(H),12095,0,0.00%,0,24,200,0.00,0,N/A,N/A
1993,ARIRANG ESG우수기업,9280,0,0.00%,0,23,250,0.00,0,N/A,N/A
1994,ARIRANG 미국대체투자Top10MV,11385,상승225,+2.02%,0,23,200,0.00,19,N/A,N/A
1995,KBSTAR 200건설,14130,상승50,+0.36%,0,23,160,0.00,321,N/A,N/A
1996,ARIRANG KRX300헬스케어,8690,하락65,-0.74%,0,23,260,0.00,29,N/A,N/A
1997,KBSTAR 팔라듐선물인버스(H),4485,상승30,+0.67%,0,22,500,0.00,117,N/A,N/A
1998,ARIRANG TDF2060액티브,10640,하락5,-0.05%,0,22,210,0.00,94,N/A,N/A
1999,ARIRANG TDF2040액티브,10620,상승130,+1.24%,0,22,210,0.00,5,N/A,N/A
2000,ARIRANG 탄소효율그린뉴딜,8470,하락45,-0.53%,0,21,250,0.00,52,N/A,N/A
2001,KBSTAR 모멘텀로우볼,14075,상승20,+0.14%,0,21,150,0.00,1,N/A,N/A
2002,ARIRANG TDF2030액티브,10420,상승20,+0.19%,0,21,200,0.00,1,N/A,N/A
2003,KBSTAR 모멘텀밸류,13770,상승30,+0.22%,0,21,150,0.00,1,N/A,N/A
2004,QV 블룸버그 2X 천연가스 선물 ETN(H),1355,하락165,-10.86%,0,20,1500,0.00,1328,N/A,N/A
2005,ARIRANG TDF2050액티브,10520,하락25,-0.24%,0,19,180,0.00,200,N/A,N/A
2006,KBSTAR 200생활소비재,6675,하락20,-0.30%,0,15,220,0.00,65954,N/A,N/A
2007,KBSTAR 200커뮤니케이션서비스,11610,하락25,-0.21%,0,14,120,0.00,1,N/A,N/A
2008,KBSTAR 200산업재,12450,상승75,+0.61%,0,12,100,0.00,2,N/A,N/A
